id,task_1,task_2
49e38957-8400221a,no-satire,no-satire
595361ac-31e9140b,satire,satire
3539a3a4-3a538b7c,satire,satire
9700fd33-7d317953,no-satire,no-satire
2597e029-1405e250,no-satire,no-satire
5d02acd2-5f7ae602,no-satire,no-satire
cbadf2d7-b8874b6d,no-satire,no-satire
6c57ccec-e1a92d55,no-satire,no-satire
3826f75b-ba14c8e5,satire,satire
e1fd5e7d-cc428aa1,no-satire,no-satire
b6ab5b47-bbedae12,no-satire,no-satire
513e5136-5b6603ab,no-satire,no-satire
01fbd3ff-8e1a8cef,no-satire,no-satire
e4a085d2-bd0cf82b,no-satire,no-satire
d92df705-4c5a6a6d,satire,satire
b3d609e5-762a7358,no-satire,no-satire
730d343f-cfe6257b,satire,satire
43cd84c1-b58843dc,no-satire,no-satire
e234af43-8ffd7492,satire,satire
3b8fb9a2-fc847f6a,no-satire,no-satire
b908da3c-617e1bf5,no-satire,no-satire
3ac70308-dd459642,satire,satire
a1306a2c-90adc792,satire,satire
ce0b3028-0227d975,no-satire,no-satire
495cae26-8d2e0e7a,no-satire,no-satire
0e8ad97d-7a3d920d,no-satire,no-satire
e73becde-ade919bb,satire,satire
c7140fae-71457dd4,no-satire,no-satire
221377d7-a72bb4e4,no-satire,no-satire
d228a6cb-37666f20,satire,satire
97a9583e-f5daf4af,satire,satire
2ef09503-9809b9c1,satire,satire
f7c55f6f-90e72e7b,no-satire,no-satire
1f4b90fb-a7711623,satire,satire
f46cdf43-e11edf0c,no-satire,no-satire
16cf27cf-62e71710,no-satire,no-satire
6d4d138b-20993353,no-satire,no-satire
1ba2a55b-9368a6fc,satire,satire
2b52a909-a703e1c3,satire,satire
2b2256db-e5fc72da,satire,satire
5f0805e6-c851c148,satire,satire
e4d18c49-0a238ba7,no-satire,no-satire
f1fd4246-4bcb8168,satire,satire
aaf9deb2-a0df7b0c,no-satire,no-satire
cdbe5c39-74726ade,no-satire,no-satire
66996a0f-03d9ef8b,no-satire,no-satire
2e97b530-3abb4470,satire,satire
0821ab7f-0f0d5c20,no-satire,no-satire
593b9a73-57fd1aed,no-satire,no-satire
9ee05b5e-0957bba9,satire,satire
1116695e-02f98551,satire,satire
0e407935-ff3da529,satire,satire
1dbe5784-c858fb03,no-satire,no-satire
1a9acebc-0fb21f19,no-satire,no-satire
e2b0df04-3f3f8ef1,satire,satire
3a75b765-36040969,no-satire,no-satire
f1580b86-478a4949,satire,satire
8931c7ac-9bfd88bf,satire,satire
54e013a7-cd8739d6,satire,satire
26552988-fae7c545,no-satire,no-satire
a353d683-5f11c9d4,no-satire,no-satire
ad48a61a-767cb3d6,no-satire,no-satire
0f009082-b7782dc7,satire,satire
54982133-700a935d,no-satire,no-satire
e8e8d7a4-db536e74,no-satire,no-satire
9671c6b7-125aeebd,no-satire,no-satire
93eab66c-dfabe416,no-satire,no-satire
6327e90e-5e60b71a,no-satire,no-satire
0d335e82-c3c07698,no-satire,no-satire
cde98edd-61c8185c,satire,satire
314db1c9-b62f836c,no-satire,no-satire
e70beded-7ec4816a,no-satire,no-satire
dddaa4c6-5709df55,satire,satire
e0eca62b-890b5a7c,no-satire,no-satire
c1c277b6-3ae0e5df,satire,satire
d6bc418d-bb8616d3,satire,satire
cbc6be59-361baf10,satire,satire
39e20016-496ef558,satire,satire
5b065fc1-46f62f32,no-satire,no-satire
f0eb4887-d080e98a,no-satire,no-satire
bc38f3b0-84717619,satire,satire
56a91878-86a3b58b,satire,satire
e28901bd-3bfe6678,satire,satire
36ad1b34-2ab46376,satire,satire
4c59549a-bbf0dad9,no-satire,no-satire
32a42d14-e7a2d705,satire,satire
8da0b289-09156084,satire,satire
2a471934-3eecaa80,no-satire,no-satire
1e0cf010-907bef8a,no-satire,no-satire
5523a678-678459cb,satire,satire
bddf4d4a-3d54e685,satire,satire
3d5916ac-79978aa7,no-satire,no-satire
e24cf119-cf5c184a,no-satire,no-satire
3b08802d-5957f857,no-satire,no-satire
a811ac1a-530adcb3,no-satire,no-satire
36f02771-764a1bef,no-satire,no-satire
f9cb694c-61de736f,no-satire,no-satire
46611762-5774ef0b,satire,satire
d63d4608-deb41ae6,satire,satire
75a3aa8a-183660b6,satire,satire
414f793e-e3e7ba61,no-satire,no-satire
9cccc816-c20fd906,satire,satire
c344932d-9cc6fbd0,no-satire,no-satire
1f79d5d6-b5dadcd4,no-satire,no-satire
10a40868-b63f93d7,no-satire,no-satire
9fd48f3f-c8654e92,satire,satire
a10e62f4-74d7f960,satire,satire
6bed15b2-533ee2cb,satire,satire
bc66b5cf-b8fb38bd,satire,satire
65690fc4-ae317231,satire,satire
52c458ba-e3cb623f,no-satire,no-satire
5035f233-768b6fe5,satire,satire
5f5ff07c-d6746253,no-satire,no-satire
477a66cc-0a4f35a3,satire,satire
caae94b3-78931e82,no-satire,no-satire
447f37fd-b82059af,no-satire,no-satire
5e5acac6-cdc0efb9,satire,satire
fff0af8e-b4836b64,no-satire,no-satire
8d29b929-34835b2b,no-satire,no-satire
c9af718c-5591ad53,no-satire,no-satire
6ab908d5-b684858c,no-satire,no-satire
1152e5dc-1f783636,satire,satire
cc8210c6-ff7972d1,satire,satire
1de5f6a2-5e7de28b,satire,satire
ec00c280-ccd48ca0,no-satire,no-satire
3d907dcf-513c12d2,no-satire,no-satire
f208421a-635f7977,no-satire,no-satire
021b61a2-9cab0392,no-satire,no-satire
3f8b4db1-85eeaeb8,no-satire,no-satire
89a5724a-f3822dc7,satire,satire
a1103920-408f325b,no-satire,no-satire
26d6f208-1238e481,no-satire,no-satire
d91e1836-12872724,satire,satire
55490bc9-3708ff47,satire,satire
8ccb3ce5-ac1f0f29,no-satire,no-satire
cd20fbac-5223b9cb,satire,satire
2004d5e0-6614dcf5,no-satire,no-satire
2977bd32-5892a7a5,no-satire,no-satire
1f742cb9-faea8eb4,satire,satire
61f481b7-55691172,no-satire,no-satire
e4420f96-d67f8b2a,no-satire,no-satire
a772edce-831b0083,no-satire,no-satire
cfe80b1b-fdd53aa5,satire,satire
e1e86e2d-3219a349,satire,satire
9bcdcddb-4eef574c,satire,satire
4a5c71c0-2127cad6,no-satire,no-satire
5307306e-913dee9d,satire,satire
717ffe3f-725e5d76,satire,satire
dab294ab-6de6b5ec,no-satire,no-satire
b104b01e-b7ac982c,satire,satire
9fd3bdd2-b0eecddd,no-satire,no-satire
d821e24d-1e786b2c,satire,satire
a7f73fe1-9891ed72,no-satire,no-satire
be3ec693-578fc466,no-satire,no-satire
87087c95-efe6cdff,no-satire,no-satire
79ed16e0-26cd0d54,satire,satire
836f7550-82a2ead2,satire,satire
c6e0efea-023ac614,no-satire,no-satire
26b0d569-bae9280b,no-satire,no-satire
a24d442b-c61b04d7,satire,satire
d243db20-13aa8dbc,satire,satire
bf96b4d2-cca9d235,satire,satire
0af976c7-f46781ad,no-satire,no-satire
98372b55-e00a35c0,no-satire,no-satire
ebcdf66f-93fd6d2e,no-satire,no-satire
253a63c2-5844accf,no-satire,no-satire
e32d354f-af4d88ea,no-satire,no-satire
d104d7d5-8601a637,no-satire,no-satire
1008ac33-707f5a83,no-satire,no-satire
888ebefc-9c92cc85,no-satire,no-satire
8e2b46db-a2185a48,no-satire,no-satire
93af97dd-d8ba6016,satire,satire
0a64c690-229d57a4,no-satire,no-satire
b302902b-d02b4e4b,no-satire,no-satire
f7d18fd8-5a7b225b,no-satire,no-satire
fb3e994c-a109f7ff,no-satire,no-satire
9fef663c-536853cc,satire,satire
ae3252c4-2b9786fb,no-satire,no-satire
a61460df-57b1c638,satire,satire
c3f531de-4e05ce5b,satire,satire
aa78b4c4-0c3affc3,no-satire,no-satire
7723fbba-631d0a44,satire,satire
81ee5f85-d856a0ba,no-satire,no-satire
b266ebe3-bc0b7178,satire,satire
8c53c3fe-02e9e861,no-satire,no-satire
92fec68f-55fe42c8,satire,satire
e02cf4a1-d2fc0f14,no-satire,no-satire
5c91160e-455152da,satire,satire
c587f7bc-128245c6,satire,satire
dc09bf77-772a0e09,no-satire,no-satire
4b0bc72d-47c29d36,no-satire,no-satire
96201b2b-52ddacb8,no-satire,no-satire
cc2bc902-8b541e54,no-satire,no-satire
0cea64bb-6e4ddc8e,satire,satire
169ec21e-f1fca18c,no-satire,no-satire
1cb158e2-95d4bcd3,satire,satire
f1b4eb1a-6c92bd74,no-satire,no-satire
0e1f4952-6c02e2bd,no-satire,no-satire
88e34c8f-735fe1d2,no-satire,no-satire
cb809e01-2609bd56,no-satire,no-satire
700949d9-778e388f,no-satire,no-satire
a4500715-3031e122,satire,satire
11fa0a5a-b273f021,satire,satire
d8c4516c-407064dc,satire,satire
34bcc1ed-58cb5402,no-satire,no-satire
73b4f81a-a8f822b1,satire,satire
dfd2ba3f-f2737d73,satire,satire
cb3f1054-fa4e3826,satire,satire
cfdde3d9-ce35eef8,no-satire,no-satire
9412e6bb-c4380e79,satire,satire
78c19cbf-67310a70,satire,satire
1fbfce02-7e793ef8,satire,satire
28b55b9e-029aeca9,no-satire,no-satire
4d5414f3-88070b9f,no-satire,no-satire
eb3da494-24a0f504,satire,satire
50132cdb-823771b5,satire,satire
7d04b0ad-d40fcb5f,no-satire,no-satire
eb314995-a2cae76f,satire,satire
8c8f88ca-3afce755,satire,satire
de9cc7e5-8d88bac2,no-satire,no-satire
743bab67-9cee6eb3,satire,satire
f682e3aa-9e18def9,satire,satire
caa76ba8-eb979fc4,satire,satire
99f70818-f2722414,no-satire,no-satire
1eec360b-65d844b4,satire,satire
2216a6c1-70832967,no-satire,no-satire
a2751e75-f2f954e6,satire,satire
fdafc879-f2a4ed53,satire,satire
ebfc8e70-c807c3a1,satire,satire
dfd79fb8-c70b44ac,satire,satire
20cdb9d7-e30b2d7e,satire,satire
6107a61b-46b126cb,no-satire,no-satire
fa5ffc8f-5d396106,satire,satire
8a9090de-564ad87e,satire,satire
0d693d10-44900565,no-satire,no-satire
244baf28-78da6562,satire,satire
768d2f43-3e678deb,no-satire,no-satire
4354b410-af0ba4b9,no-satire,no-satire
a22a7845-da909625,no-satire,no-satire
4ac7fa2d-489cd2df,no-satire,no-satire
afea42db-dc160f7a,no-satire,no-satire
a9fdfdd2-24efeb07,satire,satire
6efdb2f1-4a61fb92,no-satire,no-satire
ac9d3829-cb89f198,satire,satire
aa1dda39-d1dcff00,no-satire,no-satire
b628fd5e-c7c7dd35,no-satire,no-satire
680a0e99-dbccfd66,satire,satire
5ea0abff-27c0b820,satire,satire
cd8475cd-41d60f83,no-satire,no-satire
4c5bb2fe-b4f7a893,no-satire,no-satire
92187d6d-22cd7013,satire,satire
66bff69c-1aad4baf,no-satire,no-satire
d762b27e-b1178b4d,no-satire,no-satire
f3d64fd0-e65ef36e,satire,satire
ba603446-a9fa4651,satire,satire
0909a3e7-62dede16,satire,satire
95970c1d-23d7b78b,satire,satire
846a4d6e-6a12b65d,no-satire,no-satire
2da82e02-6dd875da,satire,satire
657ce7b7-4d87bf3b,no-satire,no-satire
171db19e-d3ebbb46,satire,satire
4b69d69a-89ec426b,satire,satire
180b2411-ae326746,no-satire,no-satire
a7a457b0-b7a02197,no-satire,no-satire
f4f68ed9-eb6d5377,satire,satire
908c388d-b68776cd,no-satire,no-satire
fe08afb3-973fa3dc,no-satire,no-satire
aa52d5dd-c641cd59,satire,satire
82e42322-3b6a6297,satire,satire
588af949-8fc548a8,satire,satire
f5ef102a-f4b7bcf6,no-satire,no-satire
344c2525-0018faac,no-satire,no-satire
b57640b1-13affd8f,satire,satire
801d1a56-317088f5,no-satire,no-satire
ec43d81b-33fbc5ee,no-satire,no-satire
e4268cd1-64701ea1,satire,satire
bff23fda-3d88a3db,satire,satire
8f10a2a0-39660c7a,satire,satire
55cbc3d0-cd9d03f5,no-satire,no-satire
d02545b9-efb01028,no-satire,no-satire
294817bc-9bbabeee,satire,satire
7339b3d2-b5b6006e,no-satire,no-satire
49ed252e-59ba01ab,no-satire,no-satire
2b5808ce-b8dad91a,satire,satire
97c2c261-02ed57a8,no-satire,no-satire
32b3f313-3c90da33,no-satire,no-satire
f097fd08-25ca7d0e,satire,satire
34eaf075-91ac5348,satire,satire
d0189c98-8431e899,no-satire,no-satire
ab3c190e-9ce355fd,satire,satire
5bf3505b-f5b30ddb,no-satire,no-satire
05b28a4e-7742cd7d,no-satire,no-satire
3bbd295f-ef7f3d2c,no-satire,no-satire
cd72ed24-a52f74de,no-satire,no-satire
1a3aeb18-0e39ed08,no-satire,no-satire
f98fee6b-b4e1570d,satire,satire
96aa27f8-4e21f4c2,no-satire,no-satire
e3053195-490cc5d9,no-satire,no-satire
ae5e95c5-42f0576c,satire,satire
92a5d6a6-031f5fb8,no-satire,no-satire
886eb2f1-06b86718,no-satire,no-satire
ed4d99d3-3c3c5e40,no-satire,no-satire
8393c027-fbdbd10a,no-satire,no-satire
dcd82d23-7cf7f1dc,no-satire,no-satire
fd0cc891-9954fa16,no-satire,no-satire
3d37151a-3fd2bd7a,satire,satire
e7fa5c85-cc446ac6,satire,satire
f8133c90-d230c18f,satire,satire
0af225cd-32befad6,no-satire,no-satire
208b2bc0-19ff8853,no-satire,no-satire
030bab00-6ea06c32,satire,satire
1aa922ba-d0b04313,no-satire,no-satire
6acbb2b6-d2fe4f6d,satire,satire
2370fbb6-ed6626dd,satire,satire
bbbc41df-2ad23142,no-satire,no-satire
526a298e-7049a310,no-satire,no-satire
64e6dbd5-697deab1,no-satire,no-satire
0c737e8a-08fb059b,satire,satire
2b7799f8-b7f7278e,no-satire,no-satire
56710c30-82c6e218,no-satire,no-satire
eabefdd9-2df35097,satire,satire
a41ce5e4-2ac49f7f,satire,satire
6843dcab-7eab3552,no-satire,no-satire
5af83c32-50cbca71,satire,satire
100ddd5c-06474bd3,satire,satire
0dbe77d5-b07da186,satire,satire
14a3ead5-50adc7ca,satire,satire
c9b495b1-52bcc4f8,no-satire,no-satire
3e8d559e-e6a1a8c4,no-satire,no-satire
b04b0f8d-7e78aadc,no-satire,no-satire
f11a59ea-a56ca038,no-satire,no-satire
215577d2-d52c17bc,satire,satire
7b28b675-1e03ecfe,satire,satire
d7f77a2c-f03e33b9,satire,satire
55fa0105-38b06d97,no-satire,no-satire
9fd356fa-e714a3c2,satire,satire
134b5a50-4c92da1d,satire,satire
7fafd664-d6fd694f,satire,satire
8899a522-84df69e8,no-satire,no-satire
a24370ca-cd12152a,no-satire,no-satire
ba68498c-48cb5fe9,satire,satire
d0a618ce-52378edc,no-satire,no-satire
bcaaa925-722f5d57,satire,satire
ee75376c-d10ca71b,no-satire,no-satire
570da63e-edad6e68,satire,satire
76948744-089bb6e2,no-satire,no-satire
3e9f621c-b5e80022,satire,satire
161d00d8-645b8507,satire,satire
7275cee6-9ab8a8fd,satire,satire
784481a1-40161117,satire,satire
a5bcfc39-788f4ea7,satire,satire
67301560-649594c0,no-satire,no-satire
ccba0c99-3c3b0aa9,satire,satire
acde2e50-459271ed,no-satire,no-satire
f37f75eb-a592f64d,no-satire,no-satire
d51ca82a-df6a97e9,no-satire,no-satire
25879594-a09a0cdc,no-satire,no-satire
10ca3b62-c5bd56c6,satire,satire
e09cebba-5731da38,satire,satire
e23deab9-397ba05d,satire,satire
cf8cee08-d57d9d60,no-satire,no-satire
27a8afe0-3ec8fe2d,no-satire,no-satire
8e3431db-965d4eaa,satire,satire
d933bdba-da5afa58,satire,satire
683d1200-3a775d63,satire,satire
ba7d2d4d-5060c1d8,no-satire,no-satire
8ef64847-18dccd79,no-satire,no-satire
1515edc8-ddf9e2c2,no-satire,no-satire
73d79425-f8605ff7,no-satire,no-satire
6b5be2e7-7d145f75,no-satire,no-satire
92bf0c3a-026afb32,no-satire,no-satire
1ceeb5a3-0afddbdb,satire,satire
a5ff67d8-29bf631d,no-satire,no-satire
c5f1ef60-68f6d7cd,satire,satire
792bd37f-2ba511b1,no-satire,no-satire
182a3c29-89c7852f,no-satire,no-satire
f3025398-58b352a0,satire,satire
32398a02-3c4ef000,satire,satire
165e683d-9d0bfbeb,satire,satire
13940d7e-f047f3c5,no-satire,no-satire
2a02a60b-1a3e0be3,satire,satire
ae37e352-03916e2d,no-satire,no-satire
01373e06-17f3aac5,no-satire,no-satire
83842d4c-0588c45b,satire,satire
9b9fc7e4-79a5ef76,satire,satire
79ec124a-fd68ff0c,satire,satire
cb1193e7-4045c2d9,satire,satire
7147930d-098099b4,satire,satire
65933ff0-57074b0d,no-satire,no-satire
4af6f6bc-1febe223,no-satire,no-satire
c770d29a-5e7352d8,satire,satire
9fc97e0b-4b733067,satire,satire
7efb4817-2574bec8,satire,satire
8e633749-b438f596,no-satire,no-satire
ea90b3d2-12c67308,no-satire,no-satire
bb3cea5b-a9e48fba,no-satire,no-satire
1b7ec1fe-e9d39eff,satire,satire
9704c9ea-84109fa7,satire,satire
5071cbff-8c8c06b1,satire,satire
298982bb-c1da2030,satire,satire
8c8d7463-dfac4ac1,satire,satire
d6f8e09a-948b9fe1,no-satire,no-satire
3cd90c7c-40909231,satire,satire
ad901840-118dedb8,no-satire,no-satire
b00e5e6e-05ce64e9,no-satire,no-satire
4c59d2d7-51d5b5e4,satire,satire
99577e19-32b6fd9a,no-satire,no-satire
88398156-db606033,no-satire,no-satire
4e7b79fb-3ac1f9b3,satire,satire
14c37ca0-d0499488,no-satire,no-satire
5d30126c-a39af260,satire,satire
f4615fcc-9f0eaf49,no-satire,no-satire
e605dd54-4129ee8e,no-satire,no-satire
3f7ed2a3-e7b7e2df,satire,satire
b96b174b-93c85ed8,no-satire,no-satire
182daf3e-0e2a85c6,no-satire,no-satire
2ad5ef8e-b0bb62b4,no-satire,no-satire
e94c7f2c-406a51dd,satire,satire
f41b50ed-362ff3a0,satire,satire
de9fc55d-44c011ff,no-satire,no-satire
77a9f8d7-f3365a37,no-satire,no-satire
4f68ba70-59b8bc8d,no-satire,no-satire
07110b7b-d1791beb,no-satire,no-satire
d3a8c955-9c3f6645,satire,satire
fe4749d9-6f03d037,satire,satire
41029503-15711eb8,no-satire,no-satire
e059b068-46dcedde,no-satire,no-satire
cbf3cc3b-273a7d28,no-satire,no-satire
ecc96964-f85c6854,no-satire,no-satire
4c5891ad-80d1c436,satire,satire
c05325cc-c4d4de61,no-satire,no-satire
639a9b84-6a552feb,satire,satire
2de82f6f-3af4fde4,satire,satire
cd6ae6ec-69650d4a,no-satire,no-satire
bed4f9e8-e3a79037,satire,satire
39114702-b71e0c34,satire,satire
ee038743-b6696125,satire,satire
4eb9592c-139e610b,no-satire,no-satire
11b58b67-3bca7dc2,satire,satire
d4e92718-21257c8b,no-satire,no-satire
6ca4df2e-9cb2200d,no-satire,no-satire
090cd9b1-8f5bc795,satire,satire
c11295fc-a80267b8,no-satire,no-satire
8d6a4757-d3904e10,satire,satire
9bd1be58-26334855,no-satire,no-satire
b04fc268-80296e82,no-satire,no-satire
135307d9-8ffaf7d0,satire,satire
c933e04f-71a3ea6f,no-satire,no-satire
2050721b-05792677,satire,satire
449b031b-4de3563c,satire,satire
6b5b27cc-738ddb63,no-satire,no-satire
d731e26b-a71242cd,no-satire,no-satire
f36e863c-0bc20235,no-satire,no-satire
e4c11c82-8d7bdee1,no-satire,no-satire
5bd6356c-b055ab4e,satire,satire
2abf8a19-1ad0b8c1,satire,satire
a9b6507f-fa7d7d51,no-satire,no-satire
99360841-497c3604,no-satire,no-satire
281fc733-7ec18eeb,satire,satire
f0ba7854-ebb3056c,satire,satire
0145ee48-2a8a635f,satire,satire
9944a9cd-fcd2c1f9,no-satire,no-satire
78919604-2c03b5ec,satire,satire
02335a5c-f3efeaac,satire,satire
711f7d96-e41917eb,no-satire,no-satire
54dafd1e-2534e96e,satire,satire
2d12a1fd-0e56440a,no-satire,no-satire
49e9ac04-ed0a97f0,no-satire,no-satire
ee704f65-525dec61,no-satire,no-satire
a53fb0da-62f1bab1,satire,satire
c21e1c92-03de8a21,satire,satire
65c876fc-9963e975,no-satire,no-satire
9be01320-32ab4139,no-satire,no-satire
1a95361c-a06eebb1,no-satire,no-satire
8b3c5147-567598fb,satire,satire
ca886076-f700bcf9,no-satire,no-satire
370d8ce0-3ecf6109,satire,satire
b4cff486-8149e606,no-satire,no-satire
7302579b-19ee0ac6,satire,satire
0e89edcc-76d6b883,no-satire,no-satire
617fed91-be25a716,no-satire,no-satire
364e8d8a-0bbe8b6d,satire,satire
fc710f57-daffd598,satire,satire
83ed1ea0-a10f0cff,no-satire,no-satire
98857d25-98c48354,no-satire,no-satire
b6afa2c0-e113afd5,satire,satire
f34a2011-a92a3ac5,satire,satire
74e2c6cb-d71a6a15,no-satire,no-satire
b8912aa3-728265c8,satire,satire
a19d08f5-18a3ca09,no-satire,no-satire
c924d027-f7a9f092,no-satire,no-satire
38bbb28a-e8e02bbb,no-satire,no-satire
25f5af61-2be71522,no-satire,no-satire
b52fabc1-66270d6b,satire,satire
3abc4b26-27022609,no-satire,no-satire
69847171-6807ae7b,no-satire,no-satire
57f2ca23-e49ed5e4,no-satire,no-satire
5e418baa-16c36b02,satire,satire
17cca4c4-81baa384,no-satire,no-satire
3078c434-96d13adb,satire,satire
0c4c90d3-b8d6e524,no-satire,no-satire
40ab73a8-f9f0e06f,no-satire,no-satire
a0992efa-1a51e7d5,no-satire,no-satire
7ab0dd43-75ebc7e5,satire,satire
34ff7a6b-f75071d0,no-satire,no-satire
952547d5-011fb287,no-satire,no-satire
fecd0c59-3bdf3a1b,no-satire,no-satire
b6d12661-4657eff0,no-satire,no-satire
8345f012-5bab3fc0,satire,satire
cdd56e7a-caee8c94,no-satire,no-satire
2a204ee1-95963c98,no-satire,no-satire
1618485c-8df24b93,satire,satire
f27794a0-b442b833,satire,satire
96ebd3f5-6475e6f3,no-satire,no-satire
5faa98c2-da26ad19,no-satire,no-satire
14eccf4e-3bd88e5f,satire,satire
5e751b97-9810a934,no-satire,no-satire
45b424d7-a529f286,no-satire,no-satire
bcd83ebc-3f322ccf,satire,satire
1e00f858-09c080c1,no-satire,no-satire
d62a519b-7854b6d8,satire,satire
40ef0bb1-7b964bc2,satire,satire
772b3e03-cc3bf45b,satire,satire
601a5d5e-724fb8ef,satire,satire
0ad7dc4d-b6e39b3a,no-satire,no-satire
08ef3e9d-94e22b41,no-satire,no-satire
b3c1c6d7-4afb0394,no-satire,no-satire
c04c4180-0437a3c5,satire,satire
26de9a08-3956e9d3,no-satire,no-satire
f2057613-a63127c7,satire,satire
d92b9bb6-1bfb5154,no-satire,no-satire
cdc16ed1-7afe9224,no-satire,no-satire
9036341a-991956f6,satire,satire
98414a29-5f6dd7dd,no-satire,no-satire
23cc057c-d7a5ab78,no-satire,no-satire
0495fd5d-73d5f1d7,satire,satire
e42ae30e-e4f061bb,no-satire,no-satire
2d46820c-4bc7079c,no-satire,no-satire
00150da2-88e07223,satire,satire
96c0716d-05f13210,satire,satire
f271566c-6606f27a,satire,satire
8a331c41-f4f9ec24,satire,satire
38c7fc21-7132a09e,no-satire,no-satire
e7df8e8e-4a505dfe,no-satire,no-satire
b8f7f484-a77a6fb3,satire,satire
54d6842f-114f2f0b,no-satire,no-satire
ae15d114-494a8d70,no-satire,no-satire
fe45a42d-14b12898,satire,satire
b3a3c559-129e4f00,no-satire,no-satire
df58f47f-f3d53105,no-satire,no-satire
2a19f1c3-607f8f42,satire,satire
2fcbd666-426d0a5f,no-satire,no-satire
d5538788-52f8f15a,satire,satire
a5c7e7aa-5a560e28,no-satire,no-satire
c6f5241f-94d349d3,no-satire,no-satire
723fa990-d2ceaec9,satire,satire
2ece140e-9221d4ad,satire,satire
804d8bc7-b09ea3fd,no-satire,no-satire
ceaa331b-e268dee0,satire,satire
b6cdf6b5-85120b25,satire,satire
4a8d230d-ec8f10bd,satire,satire
e2206879-1523242f,no-satire,no-satire
7d5b89c0-a591f39a,satire,satire
d6d539f8-f0a29407,satire,satire
4a6c7edd-f567183f,no-satire,no-satire
df2d2bfa-43791bcd,satire,satire
0ccde966-5588b1d1,no-satire,no-satire
63d3da37-86b66ca1,no-satire,no-satire
21d62c2d-8f02a5e6,satire,satire
42cb989a-77d0c0c8,satire,satire
d27672e4-8bdf6d3b,no-satire,no-satire
92923145-3cfa8361,no-satire,no-satire
ca631235-146b52bd,no-satire,no-satire
5206fcad-c44a8a10,no-satire,no-satire
3556463e-e5cd4d43,no-satire,no-satire
fd13cf26-5e0588c1,satire,satire
aff79399-5984c8f0,no-satire,no-satire
72701874-cfb3a1d5,satire,satire
10c50465-3f949a7c,no-satire,no-satire
b9536fed-8f038d66,satire,satire
8ab5dd24-1877845f,no-satire,no-satire
16e50faa-c08b0d16,satire,satire
c8116dce-94dc3168,no-satire,no-satire
e68f6c2f-011bf2a5,satire,satire
5aabe691-bac75597,satire,satire
9ff75d02-8988e65d,no-satire,no-satire
0557215f-e6ad86f2,satire,satire
67e8a016-4ed5bc3c,satire,satire
9cf89c5b-771fd016,satire,satire
d31c5fae-b1989190,no-satire,no-satire
c7ac2646-7f808dd9,no-satire,no-satire
29732619-e29ca41e,satire,satire
08e6136e-95725a16,satire,satire
a6f81067-eefe47fe,no-satire,no-satire
28482c02-0ebdd586,no-satire,no-satire
afc99789-8325ad72,satire,satire
6f061ce3-b56cb443,satire,satire
b021d9ae-182e1954,satire,satire
9d4a184f-d2e0b525,satire,satire
d431ae07-423c8179,satire,satire
954429d8-bebb33b5,satire,satire
8bc6d91c-e3d3e7d0,satire,satire
c12a28a3-f1661e40,no-satire,no-satire
11917063-882e85f3,satire,satire
2085e92a-de02f63e,satire,satire
d2cee7b7-fe853b28,no-satire,no-satire
171e04ff-e13c5ea8,satire,satire
27cfbf94-ee961107,satire,satire
c48e7205-d5dcc4da,no-satire,no-satire
01dc6d02-176576bd,satire,satire
f13c8944-dc70969e,no-satire,no-satire
dccd9f7a-931eb58c,satire,satire
63576286-d49e634c,no-satire,no-satire
3c710305-d290db59,satire,satire
d7bef483-e371fdec,no-satire,no-satire
